,ID карточки,ID товара:,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Переводчик,Редактор,Рейтинг,Серия,Тип обложки,Тираж,Формат,Художник,Цена,Обложка
0,244296,1400705,9785367009781,Фрай М.,,2009,0,"Амфора, ООО",478,"Книга для таких, как я",,,0,ФРАМ,Твердая бумажная,4000,20.5 x 13.2 x 3,,Не указана,https://img-gorod.ru/upload/iblock/73b/73b08455a4f69b75dfbb13a845805e7a.jpg
1,245728,1665067,9785942783372,Фрай М.,,2010,0,"Амфора, ООО",606,Волонтеры вечности,,,0,,Твердая бумажная,3000,20.7 x 13.8 x 3.8,,Не указана,https://img-gorod.ru/upload/iblock/bd5/bd5917eb853c0f7e2e65ecc4a4903b48.jpg
2,246246,1801350,5942783535,Фрай М.,,2003,0,"Амфора, ООО",350,Простые волшебные вещи,,,0,Лабиринты Эхо,Твердая бумажная,,20.8 x 13.7 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/82d/82d0b115760d675b877c6ff2ed848c60.jpg
3,246247,1801351,9785367016239,Фрай М.,,2009,0,"Амфора, ООО",367,Темная сторона,,,0,Лабиринты Ехо,Твердая бумажная,3000,20.6 x 13.5 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/a10/a1063f05018fe95318fb0092f886d21c.jpg
4,246533,1804075,9785942783600,Фрай М.,12+,2013,1,"Амфора, ООО",639,Чужак,,,5,Лабиринты Ехо,Твердая бумажная,3000,20.7 x 13.6 x 4.1,,Не указана,https://img-gorod.ru/upload/iblock/2ae/2ae746bfc6802ec8b0e3dad3116cfa8b.jpg
5,246749,1806167,9785942783877,Фрай М.,12+,2013,0,"Амфора, ООО",590,Болтливый мертвец,,Стукалина Марина,0,Лабиринты Эхо,Твердая бумажная,2000,20.7 x 13.8 x 3.9,,367,https://img-gorod.ru/upload/iblock/e40/e406f848c3c805ca9055e8fc12ba1901.jpg
6,246913,1807965,9785367003390,Фрай М.,,2003,0,"Амфора, ООО",350,Власть несбывшегося,,,0,,Твердая бумажная,,20.6 x 13.6 x 2.3,,322,https://img-gorod.ru/upload/iblock/052/052c1437b0ea95a64f0657d270be24ed.jpg
7,246914,1807966,9785942783884,Фрай М.,12+,2009,0,"Амфора, ООО",383,Наваждения,,,0,Лабиринты Ехо,Твердая бумажная,5000,20.6 x 13.7 x 2.5,,427,https://img-gorod.ru/upload/iblock/6c2/6c220c8a61d7d3081889da1f9721a2a6.jpg
8,247198,1810879,9785367004069,Фрай М.,,2003,0,"Амфора, ООО",557,Гнезда Химер Хроники Овётганны,,,0,,Твердая бумажная,,20.7 x 13.8 x 3.4,,Не указана,https://img-gorod.ru/upload/iblock/792/7923d42edfd12a925c1953e313723e24.jpg
9,247199,1810880,9785942782429,Фрай М.,,2006,0,"Амфора, ООО",559,Гнезда Химер Хроники Хугайды,,,0,Лабиринты Ехо,Твердая бумажная,5000,20.6 x 13.7 x 3.5,,Не указана,https://img-gorod.ru/upload/iblock/de5/de5a4324fcca1cb5bb9d71807da71bdb.jpg
10,247200,1810881,9785367003406,Фрай М.,,2009,0,"Амфора, ООО",398,Лабиринт Менина,,,0,Лабиринты Ехо,Твердая бумажная,3000,20.6 x 13.5 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/8d6/8d68752e8de9b19941a43d3108d2817e.jpg
11,247406,1813266,9785942784362,Фрай М.,,2003,0,"Амфора, ООО",423/415,Мой Рагнарек,,,0,,Твердая бумажная,,20.7 x 13.5 x 2.5,,427,https://img-gorod.ru/upload/iblock/4c7/4c7825ebbd5eb0ace74654855e1bb0f5.jpg
12,248903,1890629,9785367011777,Фрай М.,,2009,0,"Амфора, ООО",446,Жалобная книга Фрай,,Жаворонок Светлана,0,,Твердая бумажная,,20.6 x 13.5 x 2.8,,Не указана,https://img-gorod.ru/upload/iblock/c73/c731118710203a24147dac9e2941e123.jpg
13,253620,2289106,9785981245497,Фрай М.,,2011,0,Добрая книга,160,Искусство цифровой пейзажной фотографии ,,,0,,Мягкая бумажная,,21 x 23.5 x 1.5,,958,https://img-gorod.ru/upload/iblock/d50/d50c513c299f166d90ccbc19b911a55a.jpg
14,256186,2293081,9785367020984,Фрай М.,,2011,1,"Амфора, ООО",606,Волонтеры вечности,,Стукалина Марина,5,лабиринты ехо,Твердая глянцевая,,20.5 x 13.5 x 4,,367,https://img-gorod.ru/upload/iblock/18f/18fc7ca38058bb8989ba9c75d5ea790b.jpg
15,259037,2297888,9785367021240,Фрай М.,,2011,1,"Амфора, ООО",350,Простые волшебные вещи,,Стукалина Марина,5,Лабиринты Ехо,Твердая глянцевая,,20.5 x 17.4 x 2.5,,362,https://img-gorod.ru/upload/iblock/171/171b1333bdf41f379ffa3ac2a1862232.jpg
16,259751,2298896,9785367020908,Фрай М.,,2012,0,"Амфора, ООО",415,Дар Шаванахолы История рассказанная сэром Максом из Ехо,,Суворова Елена,0,Хроники Ехо,Твердая бумажная,,20.6 x 13.5 x 2.6,,392,https://img-gorod.ru/upload/iblock/937/9375464f055f3e10258ff651de48d199.jpg
17,259790,2298982,9785367021271,Фрай М.,,2012,1,"Амфора, ООО",383,Темная сторона,,Стукалина Марина,5,Лабиринты Ехо,Твердая глянцевая,,21 x 13.5 x 2.6,,427,https://img-gorod.ru/upload/iblock/e1d/e1df5d57cda124ffc127c86f520518d2.jpg
18,266507,2309102,9785367021738,Фрай М.,,2012,0,"Амфора, ООО",308,Первая линия ,,Суворова Елена,0,,Твердая бумажная,,20.5 x 13 x 1.8,,Не указана,https://img-gorod.ru/upload/iblock/609/6098fcf4ac35b78196d20a2ee123488b.jpg
19,266508,2309103,9785367021752,Фрай М.,,2012,0,"Амфора, ООО",351,Вторая линия ,,Суворова Елена,0,,Твердая бумажная,,20.5 x 13 x 2,,Не указана,https://img-gorod.ru/upload/iblock/2dc/2dc5b3a5c27739537a0ade9c64253adc.jpg
20,268263,2311993,9785367022209,Фрай М.,,2012,1,"Амфора, ООО",384,Сказки старого Вильнюса. Том 1,,Суворова Елена,5,,Твердая бумажная,11052,22 x 14 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/a3d/a3d7e0f499fea5003586b444009ef44f.jpg
21,270861,2024932,9785367008876,Фрай М.,,2009,0,"Амфора, ООО",382,Сказки и истории,,,0,ФРАМ,Твердая бумажная,,20.5 x 13.3 x 2.2,,Не указана,https://img-gorod.ru/upload/iblock/0e7/0e790a991d79b4e9a3f2ca98cb18e56c.jpg
22,271107,2026259,9785367013283,Фрай М.,12+,2014,1,"Амфора, ООО",414,Энциклопедия мифов т.1,,,5,ФРАМ,Твердая бумажная,,20.5 x 13 x 2.5,,499,https://img-gorod.ru/upload/iblock/3d8/3d87ab8cf3e9dbebf4602381d8f9ad74.jpg
23,271108,2026260,9785942785901,Фрай М.,12+,2014,1,"Амфора, ООО",336,Энциклопедия мифов т.2,,,5,ФРАМ,Твердая бумажная,3000,20.7 x 13.5 x 2.4,,475,https://img-gorod.ru/upload/iblock/ad1/ad14da1538e2668fadd2a527db0cdfd1.jpg
24,272859,2036407,9785942786953,Фрай М.,,2012,0,"Амфора, ООО",383,Хроники Ехо Чуб Земли,,,0,Хроники Ехо,Твердая бумажная,3000,20.7 x 13.6 x 2.3,,362,https://img-gorod.ru/upload/iblock/714/714a205dc7f06de23061ee29059ef796.jpg
25,274724,2044859,9785367004960,Фрай М.,,2005,0,"Амфора, ООО",350,Простые волшебные вещи,,,0,Лабиринты Ехо,Твердая бумажная,,20.7 x 13.4 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/5ed/5ed74e70d24ef23852580c247c1b7f42.jpg
26,274979,2045969,9785367021561,Фрай М.,,2009,0,"Амфора, ООО",316,Хроники Ехо 2 Властелин Морморы,,,0,,Твердая бумажная,,20.7 x 13.4 x 2.1,,427,https://img-gorod.ru/upload/iblock/6b8/6b8ba50dcda678ea7949d5ef5d9bb68e.jpg
27,280462,2067995,9785367021622,Фрай М.,,2013,0,"Амфора, ООО",318,Неуловимый Хабба Хэн,,,0,Хроники Ехо,Твердая бумажная,,20.9 x 13.6 x 2,,427,https://img-gorod.ru/upload/iblock/fa7/fa77fe04133874770f82045dc5621701.jpg
28,291153,2105433,9785367021615,Фрай М.,,2006,0,"Амфора, ООО",334,Хроники Ехо 4 Ворона на мосту…,,,0,Хроники Ехо,Твердая бумажная,,20.7 x 13.5 x 2.2,,441,https://img-gorod.ru/upload/iblock/3d6/3d6198fc61b0eceda525b75b816fc810.jpg
29,292170,2120508,9785367004373,Фрай М.,,2007,0,"Амфора, ООО",479,Русские инородные сказки 5 Антология,,,0,ФРАМ,Твердая бумажная,,20.7 x 13.6 x 3,,Не указана,https://img-gorod.ru/upload/iblock/42a/42a9eff30d1140329a36df31a8f5bb42.jpg
30,293276,2141867,9785367021608,Фрай М.,12+,2007,0,"Амфора, ООО",382,Хроники Ехо 5 Горе господина Гро...,,,0,Хроники Ехо,Твердая бумажная,,20.8 x 13.7 x 2.3,,441,https://img-gorod.ru/upload/iblock/98f/98fbdea65ebba80cf760a59f5bb177dd.jpg
31,296766,2184676,9785367008821,Фрай М.,,2009,0,"Амфора, ООО",478,Ключ из желтого металла,,,0,ФРАМ,Твердая бумажная,,21 x 13.5 x 3,,322,https://img-gorod.ru/upload/iblock/015/015b7d0b90b6b4a1344630ed11550be5.jpg
32,300551,2214247,9785367011593,Фрай М.,,2009,4,"Амфора, ООО",511,Большая телега,,Жаворонок Светлана,3,ФРАМ,Твердая бумажная,,20.6 x 13.6 x 3.2,,360,https://img-gorod.ru/upload/iblock/476/476bbf092afba3c2dee69ec5dea34392.jpg
33,300799,2215271,9785367021585,Фрай М.,,2009,0,"Амфора, ООО",221,Туланский детектив,,,0,Хроники Ехо,Мягкая глянцевая,,18.1 x 12 x 1.4,,133,https://img-gorod.ru/upload/iblock/85b/85b2ff70ae87a15cfb62babf7cf9f156.jpg
34,301879,2216824,9785367011418,Фрай М.,12+,2013,2,"Амфора, ООО",351,Властелин Морморы,,,5,Хроники Ехо,Мягкая глянцевая,3000,18.1 x 11.8 x 1.7,,142,https://img-gorod.ru/upload/iblock/c60/c602ead87923fe343b447341ae033255.jpg
35,302904,2218664,9785367023763,Фрай М.,,2009,0,"Амфора, ООО",383,Неуловимый Хабба Хэн,,Жаворонок Светлана,0,Хроники Ехо,Мягкая глянцевая,,18.1 x 11.9 x 1.5,,149,https://img-gorod.ru/upload/iblock/de0/de0beb4a1749995c75ce4f9079d0547b.jpg
36,305522,2222891,9785367024760,Фрай М.,,2009,0,"Амфора, ООО",446,Жалобная книга,,,0,ФРАМ,Мягкая глянцевая,,18 x 12 x 1.8,,Не указана,https://img-gorod.ru/upload/iblock/c08/c08fc618dae37b88c4c15806bbb567f1.jpg
37,305523,2222892,9785367011890,Фрай М.,12+,2013,1,"Амфора, ООО",414,Горе господина Гро,,,5,Хроники Ехо,Мягкая глянцевая,3000,18 x 12 x 1.6,,154,https://img-gorod.ru/upload/iblock/3d8/3d8e4a240d20964796ed4c4dcba51078.jpg
38,309851,2228936,9785367011425,Фрай М.,12+,2013,0,"Амфора, ООО",383,Ворона на мосту,,,0,Хроники Ехо,Мягкая глянцевая,,18 x 12 x 1.5,,142,https://img-gorod.ru/upload/iblock/a05/a05fb2314388b49ab307da4405054770.jpg
39,310895,2230295,9785367024036,Фрай М.,,2010,0,"Амфора, ООО",510,Ключ из желтого металла,,,0,ФРАМ,Мягкая глянцевая,,18 x 12.5 x 2,,Не указана,https://img-gorod.ru/upload/iblock/d89/d894812a2e9539af204aa20ec62c9f47.jpg
40,310896,2230296,9785367012330,Фрай М.,,2010,0,"Амфора, ООО",383,Одна и та же книга,,Жаворонок Светлана,0,ФРАМ,Твердая бумажная,,21 x 13.5 x 2.8,,427,https://img-gorod.ru/upload/iblock/e2b/e2bd29e5fbfd99bfb9439dd2b264b5cd.jpg
41,312706,2232454,9785367013054,Фрай М.,,2010,1,"Амфора, ООО",509,Живые и прочие 41 лучший рассказ 2009 года,,,5,ФРАМ,Твердая бумажная,,20.7 x 14 x 3.5,,Не указана,https://img-gorod.ru/upload/iblock/071/0711f416e63d00e10109a21575ee3bb8.jpg
42,323381,2248312,9785367012392,Фрай М.,,2010,0,"Амфора, ООО",254,Идеальный роман,,Суворова Елена,0,ФРАМ,Мягкая глянцевая,,18 x 11.5 x 1.5,,Не указана,https://img-gorod.ru/upload/iblock/b2b/b2bde5464aff8efc43d9828408dc7ef5.jpg
43,324455,2249656,9785367015782,Фрай М.,,2010,0,"Амфора, ООО",351,Обжора-хохотун История рассказанная сэром Мелифаро,,,0,Хроники Ехо,Твердая бумажная,,21 x 13.5 x 2.5,,441,https://img-gorod.ru/upload/iblock/299/29923e9b7c86535d98875ee3c52fc942.jpg
44,350170,2314973,9785367022308,Фрай М.,,2012,1,"Амфора, ООО",398,Лабиринт Менина ,,Жаворонок Светлана,5,Лабиринты Ехо,Твердая глянцевая,3000,20.5 x 13 x 2.2,,362,https://img-gorod.ru/upload/iblock/0b0/0b0547b76f253f1712cc5984b05a2dd2.jpg
45,353710,2311912,9785367021349,Фрай М.,,2012,2,"Амфора, ООО",350,Власть несбывшегося,,Жаворонок Светлана,5,Лабиринты Ехо,Твердая глянцевая,3000,20.5 x 13 x 2,,Не указана,https://img-gorod.ru/upload/iblock/bea/bea7763da8815fd0d1f543aa0d55f82e.jpg
46,354139,2318021,9785367022773,Фрай М.,,2012,0,"Амфора, ООО",382,Жертвы обстоятельств,,,0,Лабиринты Ехо,Мягкая глянцевая,5000,18 x 11.5 x 1.1,,Не указана,https://img-gorod.ru/upload/iblock/77b/77bb47fbcae360d84d9a513c6dbb213e.jpg
47,354742,1897324,9785942784027,Фрай М.,12+,2014,1,"Амфора, ООО",236,Книга одиночеств Фрай,,,5,ФРАМ,Твердая бумажная,3000,20.6 x 13.3 x 1.8,,525,https://img-gorod.ru/upload/iblock/388/3884ef7a565857f5c88aa604d327db31.jpg
48,358088,2036420,9785942786809,Фрай М.,,2012,1,"Амфора, ООО",255,Тень Гугимагона,,Стукалина Марина,3,лабиринты ехо,Мягкая глянцевая,3000,18 x 11.6 x 0.9,,182,https://img-gorod.ru/upload/iblock/d92/d92809aa9d4cf2c49209020dd399295a.jpg
49,358727,2190211,9785367009088,Фрай М.,,2009,0,"Амфора, ООО",509,Шкафы и скелеты 40 лучших рассказов 2008 года,,,0,ФРАМ,Твердая бумажная,,20.6 x 13.5 x 3.4,,Не указана,https://img-gorod.ru/upload/iblock/94d/94d5f2d1437a54ae6fe2b4b0442f84a4.jpg
50,361307,2323606,9785367023220,Фрай М.,,2012,0,"Амфора, ООО",190,Болтливый мертвец,,Жаворонок Светлана,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 0.7,,174,https://img-gorod.ru/upload/iblock/fca/fcaabea23e37c17e8746f7808b7dda0e.jpg
51,361874,2271283,9785699482092,Фрай М.,,2011,0,Эксмо,608,Эдинбург История города,"Башкатов М., Карпова Н.",Кривцова Е.,0,Биографии великих городов,Суперобложка,,20.5 x 13.7 x 3.4,,Не указана,https://img-gorod.ru/upload/iblock/448/44891a6aa2e452fa64f99016a7098902.jpg
52,364589,2326986,9785367023701,Фрай М.,,2012,1,"Амфора, ООО",217,Белые камни Харумбы,,,5,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 0.7,,Не указана,https://img-gorod.ru/upload/iblock/e8b/e8b574ef5003d96eb6dedf8cbce32172.jpg
53,367135,2329483,9785367023626,Фрай М.,,2012,0,"Амфора, ООО",543,Гнезда Химер. Хроники Хугайды,,,0,Лабиринты Ехо,Твердая бумажная,3000,20.7 x 13.2 x 2.7,,434,https://img-gorod.ru/upload/iblock/347/34747e63876baafe329a623dc06d44f3.jpg
54,376401,2341774,9785367024333,Фрай М.,,2013,1,"Амфора, ООО",383,"Обжора-хохотун. История, рассказанная сэром Мелифаро",,,5,Хроники Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.5,,166,https://img-gorod.ru/upload/iblock/c92/c920ae5093f8a6636c1f9f2c50064bc8.jpg
55,377037,2342392,9785367024708,Фрай М.,12+,2013,1,Петроглиф СПб,480,Сказки старого Вильнюса II,,,5,,Твердая бумажная,7000,22 x 14.5 x 3,,Не указана,https://img-gorod.ru/upload/iblock/a10/a1032a9ba3c5806632ed55f449b83a98.jpg
56,379158,2311913,9785367021318,Фрай М.,12+,2013,1,"Амфора, ООО",383,Наваждения,,,5,Лабиринты Ехо,Твердая глянцевая,3000,20.5 x 13 x 2.3,,362,https://img-gorod.ru/upload/iblock/f70/f701f4a477ebc91d6a45219087e53e6c.jpg
57,389640,2348747,9785367026238,Фрай М.,12+,2013,1,"Амфора, ООО",382,Вторая линия. Рассказы и истории разных лет,,,5,,Мягкая глянцевая,3000,18 x 11.4 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/a89/a894a8fb518a157e9773a26fe258d517.jpg
58,389641,2348748,9785367026047,Фрай М.,12+,2013,0,"Амфора, ООО",349,Первая линия. Рассказы и истории разных лет,,,0,,Мягкая глянцевая,3000,18 x 11.6 x 2.1,,Не указана,https://img-gorod.ru/upload/iblock/1f9/1f9b4a2a87384489e284ed1fbf4a8ab8.jpg
59,392051,2349807,9785367026573,Фрай М.,12+,2013,0,"Амфора, ООО",639,Гнезда Химер. Хроники Хугайды,,,0,ФРАМ,Мягкая глянцевая,3000,18 x 11.3 x 3.5,Степин Игорь,156,https://img-gorod.ru/upload/iblock/abd/abd87a34eb17fb7a1f65e55666fc59ae.jpg
60,392052,2349808,9785367026634,Фрай М.,12+,2013,2,"Амфора, ООО",607,Мой Рагнарек,,,5,ФРАМ,Мягкая глянцевая,3000,18 x 11.3 x 3.5,,Не указана,https://img-gorod.ru/upload/iblock/861/861bcf8b3e2b55e337286700e122b7f6.jpg
61,400412,2352988,9785367026429,Фрай М.,12+,2013,1,"Амфора, ООО",383,"Тубурская игра: история, расказанная сэром Нумминорихом Кутой",,,5,Хроники Ехо,Твердая бумажная,35000,20.5 x 13 x 2.5,,441,https://img-gorod.ru/upload/iblock/d0f/d0f0b2f3ecb167ac217a36fb6b7f4c37.jpg
62,411548,2032133,9785367022827,Фрай М.,,2004,0,"Амфора, ООО",255,Волонтеры вечности,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,,,Не указана,https://img-gorod.ru/upload/iblock/e2a/e2af771c176640a88239958b2668ec06.jpg
63,411549,2032134,9785367022766,Фрай М.,,2004,0,"Амфора, ООО",355,Дебют в Ехо,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,18 x 11.5 x 2,,Не указана,https://img-gorod.ru/upload/iblock/f68/f680323fc9e81c7fe4eab4820a4f2d02.jpg
64,411550,2032135,9785367022773,Фрай М.,,2004,0,"Амфора, ООО",382,Жертвы обстоятельств,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,,,Не указана,https://img-gorod.ru/upload/iblock/473/473ab55e1bb108ae3a197f06953f8deb.jpg
65,411551,2032136,9785942786274,Фрай М.,12+,2014,0,"Амфора, ООО",254,Магахонские Лисы,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1,,154,https://img-gorod.ru/upload/iblock/32c/32ce74e14e867b8825a2ef81b2e664d2.jpg
66,411552,2032137,9785942786281,Фрай М.,12+,2014,1,"Амфора, ООО",255,Путешествие в Кеттари,,Стукалина Марина,5,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.5 x 1,,142,https://img-gorod.ru/upload/iblock/2a2/2a22689e0413cb36dd1fdbca1c5c013b.jpg
67,411553,2032138,9785367022810,Фрай М.,12+,2013,0,"Амфора, ООО",158,Очки Бакки Бугвина,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1,,155,https://img-gorod.ru/upload/iblock/cfd/cfd1c1fb78b18bb515941515879b55d0.jpg
68,411625,2035209,9785367023152,Фрай М.,12+,2013,0,"Амфора, ООО",287,Возвращение Угурбандо,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,,18 x 11.6 x 1.6,,182,https://img-gorod.ru/upload/iblock/a31/a3175a460ea9518d84e360ed2a6de978.jpg
69,411626,2035210,9785942786618,Фрай М.,,2012,0,"Амфора, ООО",271,Дорот - повелитель Манухов,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.5 x 1.1,,149,https://img-gorod.ru/upload/iblock/c7d/c7d6d3d47947137068a25c6ac64756fc.jpg
70,411627,2035211,9785367023015,Фрай М.,12+,2013,0,"Амфора, ООО",255,Зеленые воды Ишмы,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.3 x 1.5,,149,https://img-gorod.ru/upload/iblock/239/2398596c11ed7025003c3d959449b25c.jpg
71,411628,2035212,9785942786595,Фрай М.,12+,2013,0,"Амфора, ООО",253,Гугландские топи,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.6 x 1.5,,149,https://img-gorod.ru/upload/iblock/f23/f23d374b07619bf5687ddcafb8caacf9.jpg
72,411629,2035213,9785942786229,Фрай М.,12+,2014,0,"Амфора, ООО",315,Корабль из Арвароха и другие неприятности,,Стукалина Марина,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.7 x 2,,182,https://img-gorod.ru/upload/iblock/049/0491db1b15ac06f0d51a1b2638e175c9.jpg
73,411682,2035977,9785942786649,Фрай М.,,2013,0,"Амфора, ООО",319,Сладкие грезы Гравви,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.2,,133,https://img-gorod.ru/upload/iblock/9cb/9cb59a5cb607601145e8f6efcf989083.jpg
74,411683,2035978,9785942786588,Фрай М.,12+,2013,0,"Амфора, ООО",222,Тайна клуба Дубовых Листьев,,Стукалина Марина,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.4,,155,https://img-gorod.ru/upload/iblock/71f/71f1d172e772469ed2a4ab55521e51a7.jpg
75,411692,2036416,9785942786731,Фрай М.,12+,2013,1,"Амфора, ООО",286,Темные вассалы Гленке Тавала,,Стукалина Марина,5,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.7,,163,https://img-gorod.ru/upload/iblock/601/601d55c9911db3d5601eafe8b3e618f3.jpg
76,411693,2036418,9785367022841,Фрай М.,,2004,1,"Амфора, ООО",287,Простые волшебные вещи,,Стукалина Марина,5,лабиринты ехо,Мягкая глянцевая,,,,Не указана,https://img-gorod.ru/upload/iblock/a09/a09a2384402756fa35bc1d28b01a916a.jpg
77,411732,2037376,9785942786830,Фрай М.,,2012,1,"Амфора, ООО",220,Книга Огненных Страниц,,,5,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.3 x 0.9,,166,https://img-gorod.ru/upload/iblock/b29/b2988a01d52929afa8e4a3727abb6b8d.jpg
78,411733,2037377,9785367023237,Фрай М.,,2012,0,"Амфора, ООО",319,Наследство для Лонли-Локли,,Жаворонок Светлана,0,Лабиринты Ехо,Мягкая бумажная,3000,18 x 11.6 x 1.2,,182,https://img-gorod.ru/upload/iblock/810/810628bec5b3fb28a1ce3fd51cca6d3d.jpg
79,411750,2037888,9785367023725,Фрай М.,12+,2013,0,"Амфора, ООО",223,Тихий Город,,,0,Лабиринты Ехо,Мягкая глянцевая,10000,17.9 x 11.5 x 1.3,,182,https://img-gorod.ru/upload/iblock/457/4577a4ce4427b9465936107a61d03d09.jpg
80,442981,2213092,9785367011111,Фрай М.,,2014,1,"Амфора, ООО",320,Чуб Земли,,,5,Хроники Ехо,Мягкая глянцевая,3000,18 x 11.5 x 2,,149,https://img-gorod.ru/upload/iblock/632/6320979b00fac11d1a70122fbe4ba940.jpg
81,442982,2213093,9785367011036,Фрай М.,12+,2013,0,"Амфора, ООО",223,Лабиринт Мёнина,,,0,Лабиринты Ехо,Мягкая глянцевая,3000,18 x 11.5 x 1.4,,182,https://img-gorod.ru/upload/iblock/79e/79eb6a45aada418377d9e2da59e6febc.jpg
82,471783,2379911,9785367024340,Фрай М.,12+,2013,2,"Амфора, ООО",447,"Дар Шаванахолы. История, рассказанная сэром Максом из Ехо. Хроники Ехо 7",,,4,Хроники Ехо,Мягкая глянцевая,7000,18 x 11.5 x 2.6,,149,https://img-gorod.ru/upload/iblock/e18/e180182116a815ff3736a85e59c6b6ce.jpg
83,710328,2402249,9785367029536,Фрай М.,12+,2014,2,"Амфора, ООО",480,Сказки старого Вильнюса III,,Хаметшина Н.,5,,Твердая бумажная,7000,22 x 14.5 x 2.7,,504,https://img-gorod.ru/upload/iblock/f3c/f3cd8c53e48c2ffb47c3145a064a4f25.jpg
84,723716,2407873,9785170839506,Фрай М.,,2014,2,АСТ,416,"Ветры, ангелы и люди",,,5,,Твердая бумажная,12000,20.7 x 13.3 x 2.8,,332,https://img-gorod.ru/upload/iblock/7a6/7a6a079ffd4abb1f39c88f8e15e69471.jpg
85,765102,2431156,9785170872688,Фрай М.,12+,2014,8,АСТ,384,Мастер ветров и закатов,,,5,Сновидения Ехо,Твердая бумажная,33000,20.8 x 13.5 x 2.7,Фрай Макс,359,https://img-gorod.ru/upload/iblock/246/246995a57267f5f3f4f000207305ecdb.jpg
86,779618,2443165,9785170872664,Фрай М.,12+,2015,28,АСТ,640,Чужак,,,4,Лабиринты Ехо,Твердая бумажная,5000,20 x 13.3 x 3.6,,359,https://img-gorod.ru/upload/iblock/544/5444a87c855f3f63224c4078e40b259f.jpg
87,784979,2446404,9785170878468,Фрай М.,12+,2015,13,АСТ,640,Волонтеры Вечности,,Данишевский И.,4,Лабиринты Ехо,Твердая бумажная,4000,20.6 x 12.9 x 3.6,,359,https://img-gorod.ru/upload/iblock/acf/acf701f201dba3e513706bcebe0b6afb.jpg
88,789215,2448196,9785170882687,Фрай М.,12+,2015,11,АСТ,352,Простые волшебные вещи,,,4,Лабиринты Ехо,Твердая бумажная,4000,20.6 x 13 x 2.3,,359,https://img-gorod.ru/upload/iblock/7b5/7b54f0157d724c9d2457bea00581d011.jpg
89,790009,2448997,9785170885596,Фрай М.,18+,2015,3,АСТ,288,"НяпиZдинг, сэнсэе",,,4,Миры Макса Фрая,Твердая бумажная,15000,20.6 x 13 x 1.8,,315,https://img-gorod.ru/upload/iblock/f73/f731523a36c6c8f117560b6fa3281431.jpg
90,793750,2451440,9785170880027,Фрай М.,18+,2015,1,АСТ,416,Ключ из желтого металла,,,5,Макс Фрай,Твердая бумажная,3000,20.6 x 13 x 2.3,,342,https://img-gorod.ru/upload/iblock/1a4/1a4338f517949a98db165258cedab0ee.jpg
91,810832,2454253,9785170882700,Фрай М.,12+,2015,9,АСТ,352,Темная сторона,,,4,Лабиринты Ехо,Твердая бумажная,4000,20.6 x 13 x 1.8,,359,https://img-gorod.ru/upload/iblock/878/878ce704f89efdbd5542a3079a87f48c.jpg
92,812827,2455135,9785170887200,Фрай М.,16+,2015,2,АСТ,448,Слишком много кошмаров,,,5,Сновидения Ехо,Твердая бумажная,35000,20.8 x 13.5 x 3,,359,https://img-gorod.ru/upload/iblock/5b6/5b6c329b319cefff65d75183d9ac9127.jpg
93,816107,2457425,9785170887262,Фрай М.,16+,2015,8,АСТ,384,Наваждения,,,4,Лабиринты Ехо,Твердая бумажная,4000,20.6 x 13 x 2.2,,359,https://img-gorod.ru/upload/iblock/c61/c617eaffc180203387c2f1b64aee948d.jpg
94,818391,2458750,9785170887651,Фрай М.,16+,2015,5,АСТ,384,Власть несбывшегося,,,4,Лабиринты Ехо,Твердая бумажная,4000,20.6 x 13 x 2.2,,359,https://img-gorod.ru/upload/iblock/458/458e6a9e2eb3c0a973a578577202f996.jpg
